ResultID,ConditionID,Field1,Field2,FieldtTypeID,NotificationID,Message,LanguageCode,Explanation,Label
152,5,AppointmentDate,Now(),1,5,موعد مقابلة الاستئناف الخاص بك  يوم  {0} ، كما قد سبق وتم شرح لك ذلك من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,هذابالنسبة لملتمسى اللجوء الذين: ستكون مواعيد مقابلة الاستئناف الخاصة بهم فى المستقبل او بالنسبة لملتمسى اللجوء الذين لم يحضروا فى مواعيد الاستئناف التى تم اعطاءهم لها,لمزيد من التفاصيل برجاء الضغط هنا
147,6,AppointmentDate,pastDate,1,7,نتيجة تحديد الوضع الخاصة بك جاهزة. موعد الاخطار بالنتيجة هو  يوم  {0} ، و قد تم شرح الإجراء الخاص  بأستلام النتيجة في المكالمة / أو في الرسالة SMS التي تلقيتها. يرجى العلم أن رقم هاتفك المحمول هو القناة الرئيسية التي نستخدمها للتواصل معك ومن الأهمية  أن تكون بيانات الاتصال الخاصة بك محدثة. لذلك ، يرجى ملاحظة أن رقم هاتفك الموجود في قاعدة البيانات الخاصة بنا تم تسجيله كـ {1}. إذا كان هذا الرقم / هذه الأرقام غير صحيح و / أو إذا قمت بتغيير رقم هاتفك ، فيرجى التواصل بمركز الاتصال ، الذي تتوفر أرقامه في صفحة الإعلانات في هذا الموقع.,ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين قد انتهت الدراسة الخاصة بملفاتهم وتم اخطارهم بالقرار  او بالنسبة لملتمسى اللجوء اللذين قد انتهت الدراسة الخاصة بملفاتهم ولكنهم تخلفوا عن مواعيد القرار الذى قد تم اخطارهم بها,لمزيد من التفاصيل برجاء الضغط هنا
142,5,AppointmentDate,Now(),1,7,نتيجة تحديد الوضع الخاصة بك جاهزة. موعد الاخطار بالنتيجة هو  يوم  {0} ، و قد تم شرح الإجراء الخاص  بأستلام النتيجة في المكالمة / أو في الرسالة SMS التي تلقيتها. يرجى العلم أن رقم هاتفك المحمول هو القناة الرئيسية التي نستخدمها للتواصل معك ومن الأهمية  أن تكون بيانات الاتصال الخاصة بك محدثة. لذلك ، يرجى ملاحظة أن رقم هاتفك الموجود في قاعدة البيانات الخاصة بنا تم تسجيله كـ {1}. إذا كان هذا الرقم / هذه الأرقام غير صحيح و / أو إذا قمت بتغيير رقم هاتفك ، فيرجى التواصل بمركز الاتصال ، الذي تتوفر أرقامه في صفحة الإعلانات في هذا الموقع.,ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين قد انتهت الدراسة الخاصة بملفاتهم وتم اخطارهم بالقرار  او بالنسبة لملتمسى اللجوء اللذين قد انتهت الدراسة الخاصة بملفاتهم ولكنهم تخلفوا عن مواعيد القرار الذى قد تم اخطارهم بها,لمزيد من التفاصيل برجاء الضغط هنا
138,6,AppointmentDate,pastDate,1,3,تم استلام طلب الاستئناف الخاص بك. يرجي العلم أن مراجعة طلبك تحت الدراسة و قد تتصل بك المفوضية للحصول على أي معلومات إضافية مطلوبة لدراسة ملفك.  يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين قد تم تسجيل طلب استئنافهم,لمزيد من التفاصيل برجاء الضغط هنا
179,6,AppointmentDate,pastDate,1,2,"""مقابلتك لتحديد الوضع في تاريخ {0} فى شارع أ٤٤ المجاورة الثانية في الحي الثامن بمدينة ٦اكتوبر , اذا لم تستطع الحضور أو فقدت المواعيد عليك كتابة الشرح لمفوضية الامم المتحدة السامية لشؤون اللاجئين من يوم الأحد الى الأربعاء والتي تقع في شارع مكة المكرمة المجاورة الثالثة في الحي السابع بمدينة ٦اكتوبر. <br/><br/>يرجى الملاحظة أنه سيتم اجراء المقابلة معك اذا تقدمت بأحد من الأتى 1) قسيمة الموعد الخاص بك لتحديد الوضع 2) رسالة من المفوضية عن معاد تحديد الوضع 3) طباعة مواعيدك مع رقم الملف لتحديد وضع اللاجئي من الموقع برجاء العلم ان رقم هاتفك هى الوسيلة الوحيدة التى تمكنا من الاتصال بك وعليك بتحديث بيانات هاتفك. برجاء العلم بأن رقم هاتفك مسجل في قاعدة بياناتنا مثل {1}.<br/><br/>اذا كان الرقم او الارقام غير صحيحة أو اذا تم تغيير الرقم أو الارقام عليك متابعة مركز الاتصال علي الرقم ٠٢٢٧٢٨٥٦٩٩ او قم بزيارة المكتب علي العنوان ١٧شارع مكة الكرمة المجاورة الثالثة في الحي السابع بمدينة ٦اكتوبر لتحديث البيانات الخاصة بك. """,ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين ستكون مقابلة تحديد الوضع الخاص بهم فى المستقبل او لملتمسى اللجوء اللذين لم يحضروا فى المواعيد الخاصة بهم لمقابلة تحديد الوضع,لمزيد من التفاصيل برجاء الضغط هنا
198,6,AppointmentDate,pastDate,1,4,تم استلام طلب إعادة فتح الملف  الخاص بك وسيتم التعامل معه وفقًا لقدرات المكتب وأولوياته و قد تتصل بك المفوضية للحصول على معلومات إضافية مطلوبة لدراسة حالتك.  يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ, هذا بالنسبة لملتمسى اللجوء اللذين قد تم تسجيل طلب اعادة فتح ملفاتهم,لمزيد من التفاصيل برجاء الضغط هنا
173,1,AppointmentDate,noDate,1,2,"""مقابلتك لتحديد الوضع في تاريخ {0} فى شارع أ٤٤ المجاورة الثانية في الحي الثامن بمدينة ٦اكتوبر , اذا لم تستطع الحضور أو فقدت المواعيد عليك كتابة الشرح لمفوضية الامم المتحدة السامية لشؤون اللاجئين من يوم الأحد الى الأربعاء والتي تقع في شارع مكة المكرمة المجاورة الثالثة في الحي السابع بمدينة ٦اكتوبر. <br/><br/>يرجى الملاحظة أنه سيتم اجراء المقابلة معك اذا تقدمت بأحد من الأتى 1) قسيمة الموعد الخاص بك لتحديد الوضع 2) رسالة من المفوضية عن معاد تحديد الوضع 3) طباعة مواعيدك مع رقم الملف لتحديد وضع اللاجئي من الموقع برجاء العلم ان رقم هاتفك هى الوسيلة الوحيدة التى تمكنا من الاتصال بك وعليك بتحديث بيانات هاتفك. برجاء العلم بأن رقم هاتفك مسجل في قاعدة بياناتنا مثل {1}.<br/><br/>اذا كان الرقم او الارقام غير صحيحة أو اذا تم تغيير الرقم أو الارقام عليك متابعة مركز الاتصال علي الرقم ٠٢٢٧٢٨٥٦٩٩ او قم بزيارة المكتب علي العنوان ١٧شارع مكة الكرمة المجاورة الثالثة في الحي السابع بمدينة ٦اكتوبر لتحديث البيانات الخاصة بك. """,ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين ستكون مقابلة تحديد الوضع الخاص بهم فى المستقبل او لملتمسى اللجوء اللذين لم يحضروا فى المواعيد الخاصة بهم لمقابلة تحديد الوضع,لمزيد من التفاصيل برجاء الضغط هنا
102,1,AppointmentDate,Now(),1,14,"نتيجة تحديد الوضع الخاصة بك جاهزة. موعد الاخطار بالنتيجة هو  يوم {0} ، كما قد سبق وتم شرح لك  الإجراء الخاص  بأستلام النتيجة من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو }1{، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.

",ar-IQ,--,لمزيد من التفاصيل برجاء الضغط هنا
171,6,AppointmentDate,pastDate(),1,6,موعد مقابلة إعادة فتح الملف الخاص بك يوم {0} ، كما قد سبق وتم شرح لك ذلك من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,هذا بالنسبة للذين سوف تكون مقابلة اعادة فتح ملفاتهم فى المستقبل او بالنسبة للذين لم يحضروا فى مواعيد مقابلة اعادة فتح الملف,لمزيد من التفاصيل برجاء الضغط هنا
166,5,AppointmentDate,Now(),1,6,موعد مقابلة إعادة فتح الملف الخاص بك يوم {0} ، كما قد سبق وتم شرح لك ذلك من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,هذا بالنسبة للذين سوف تكون مقابلة اعادة فتح ملفاتهم فى المستقبل او بالنسبة للذين لم يحضروا فى مواعيد مقابلة اعادة فتح الملف,لمزيد من التفاصيل برجاء الضغط هنا
162,5,AppointmentDate,Now(),1,5,موعد مقابلة الاستئناف الخاص بك  يوم  {0} ، كما قد سبق وتم شرح لك ذلك من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,هذابالنسبة لملتمسى اللجوء الذين: ستكون مواعيد مقابلة الاستئناف الخاصة بهم فى المستقبل او بالنسبة لملتمسى اللجوء الذين لم يحضروا فى مواعيد الاستئناف التى تم اعطاءهم لها,لمزيد من التفاصيل برجاء الضغط هنا
229,5,AppointmentDate,Now(),1,1,يرجي العلم ان الملف الخاص بك مازال تحت الدراسة عندما تكون النتيجة الخاصة بك جاهزة ، ستتلقى رسالة نصية قصيرة وسيكون موعد إشعار النتيجة متاحًا في هذا الموقع. <br/> <br/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة للمرة الاولى <br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية الاستئناف<br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية اعادة فتح الملف,لمزيد من التفاصيل برجاء الضغط هنا
182,1,AppointmentDate,noDate,1,9,N/A,ar-IQ,NULL,لمزيد من التفاصيل برجاء الضغط هنا
224,1,AppointmentDate,noDate,1,1,يرجي العلم ان الملف الخاص بك مازال تحت الدراسة عندما تكون النتيجة الخاصة بك جاهزة ، ستتلقى رسالة نصية قصيرة وسيكون موعد إشعار النتيجة متاحًا في هذا الموقع. <br/> <br/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة للمرة الاولى <br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية الاستئناف<br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية اعادة فتح الملف,لمزيد من التفاصيل برجاء الضغط هنا
102,1,AppointmentDate,noDate,1,14,"نتيجة تحديد الوضع الخاصة بك جاهزة. موعد الاخطار بالنتيجة هو  يوم {0} ، كما قد سبق وتم شرح لك  الإجراء الخاص  بأستلام النتيجة من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها. يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو }1{، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.

",ar-IQ,--,لمزيد من التفاصيل برجاء الضغط هنا
192,6,AppointmentDate,pastDate,1,9,N/A,ar-IQ,NULL,لمزيد من التفاصيل برجاء الضغط هنا
101,1,AppointmentDate,noDate,1,13,"موعد مقابلتك في يوم  {0} كما قد سبق وتم شرح لك ذلك من خلال مكالمة تليفونية  أو في الرسائل القصيرة التي قد تلقيتها.
يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا.
و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو  {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.

",ar-IQ,هذا بالنسبة لملتمسى اللجوء الذين ستكون مقابلة تحديد الوضع الخاص بهم فى المستقبل او لملتمسى اللجوء اللذين لم يحضروا فى المواعيد الخاصة بهم لمقابلة تحديد الوضع,لمزيد من التفاصيل برجاء الضغط هنا
289,1,AppointmentDate,pastDate,1,12,تم جدولة مقابلة تحديد الوضع الخاصة بك.  عند تحديد الموعد الجديد سيتم التواصل معك و ايضآ ستتمكن من رؤية التاريخ الجديد في الموقع الخاص بنا.<BR/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبه للمتقدمين  الذين تمت جدولة مواعيدهم,لمزيد من التفاصيل برجاء الضغط هنا
277,1,AppointmentDate,noDate,1,12,تم جدولة مقابلة تحديد الوضع الخاصة بك.  عند تحديد الموعد الجديد سيتم التواصل معك و ايضآ ستتمكن من رؤية التاريخ الجديد في الموقع الخاص بنا.<BR/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبه للمتقدمين  الذين تمت جدولة مواعيدهم,لمزيد من التفاصيل برجاء الضغط هنا
283,1,AppointmentDate,Now(),1,12,تم جدولة مقابلة تحديد الوضع الخاصة بك.  عند تحديد الموعد الجديد سيتم التواصل معك و ايضآ ستتمكن من رؤية التاريخ الجديد في الموقع الخاص بنا.<BR/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبه للمتقدمين  الذين تمت جدولة مواعيدهم,لمزيد من التفاصيل برجاء الضغط هنا
271,1,AppointmentDate,pastDate,1,11,حالة ملفك غير نشط / مغلق. إذا كنت ترغب في الاستفسار عن إعادة تنشيط / إعادة فتح ملفك ، فبرجاء التواصل مع مركز الاتصال ، الذي تتوفر أرقامه في صفحة الإعلانات على هذا الموقع.,ar-IQ,فى حالة غلق الملف او انه غير نشط هذا يعنى ان ملتمسى اللجوء او اللاجئيين لم يقوموا بتجديد بطاقاتهم لفترة ذمنية محددة,لمزيد من التفاصيل برجاء الضغط هنا
259,1,AppointmentDate,noDate,1,11,حالة ملفك غير نشط / مغلق. إذا كنت ترغب في الاستفسار عن إعادة تنشيط / إعادة فتح ملفك ، فبرجاء التواصل مع مركز الاتصال ، الذي تتوفر أرقامه في صفحة الإعلانات على هذا الموقع.,ar-IQ,فى حالة غلق الملف او انه غير نشط هذا يعنى ان ملتمسى اللجوء او اللاجئيين لم يقوموا بتجديد بطاقاتهم لفترة ذمنية محددة,لمزيد من التفاصيل برجاء الضغط هنا
265,1,AppointmentDate,Now(),1,11,حالة ملفك غير نشط / مغلق. إذا كنت ترغب في الاستفسار عن إعادة تنشيط / إعادة فتح ملفك ، فبرجاء التواصل مع مركز الاتصال ، الذي تتوفر أرقامه في صفحة الإعلانات على هذا الموقع.,ar-IQ,فى حالة غلق الملف او انه غير نشط هذا يعنى ان ملتمسى اللجوء او اللاجئيين لم يقوموا بتجديد بطاقاتهم لفترة ذمنية محددة,لمزيد من التفاصيل برجاء الضغط هنا
253,1,AppointmentDate,pastDate,1,10,الانتهاء من إجراءات  تحديد وضع اللاجئ,ar-IQ,بالنسبة لملتمسى اللجوء الذين تم قبولهم واخطارهم بهذا وايضا بالنسبة لملتمسى اللجوء اللذين تم رفضهم واخطارهم بهذا على الموقع,لمزيد من التفاصيل برجاء الضغط هنا
241,1,AppointmentDate,noDate,1,10,الانتهاء من إجراءات  تحديد وضع اللاجئ,ar-IQ,بالنسبة لملتمسى اللجوء الذين تم قبولهم واخطارهم بهذا وايضا بالنسبة لملتمسى اللجوء اللذين تم رفضهم واخطارهم بهذا على الموقع,لمزيد من التفاصيل برجاء الضغط هنا
247,1,AppointmentDate,Now(),1,10,الانتهاء من إجراءات  تحديد وضع اللاجئ,ar-IQ,بالنسبة لملتمسى اللجوء الذين تم قبولهم واخطارهم بهذا وايضا بالنسبة لملتمسى اللجوء اللذين تم رفضهم واخطارهم بهذا على الموقع,لمزيد من التفاصيل برجاء الضغط هنا
187,5,AppointmentDate,Now(),1,9,N/A,ar-IQ,NULL,لمزيد من التفاصيل برجاء الضغط هنا
237,6,AppointmentDate,pastDate,1,1,يرجي العلم ان الملف الخاص بك مازال تحت الدراسة عندما تكون النتيجة الخاصة بك جاهزة ، ستتلقى رسالة نصية قصيرة وسيكون موعد إشعار النتيجة متاحًا في هذا الموقع. <br/> <br/> يرجي العلم بأن رقم هاتفك النقال هو القناة الرئيسية التي نستخدمها للتواصل معك ؛ فمن الاهمية ان يكون رقم هاتفك محدثا لدينا. و لذلك يرجي العلم بان رقم الهاتف الخاص بك المسجل لدينا في قاعدة البيانات هو {1}، إذا كان هذا الرقم أو هذه الارقام غير صحيح/صحيحة،  أو اذا كنت قد قمت بتغيير رقم هاتفك، يرجي الإتصال بمركز الإتصال علي الأرقام المتاحة علي صفحة الإعلان في هذا الموقع.,ar-IQ,بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة للمرة الاولى <br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية الاستئناف<br/>بالنسبة لملتمسى اللجوء اللذين ملفاتهم تحت الدراسة فى عملية اعادة فتح الملف,لمزيد من التفاصيل برجاء الضغط هنا
243,1,AppointmentDate,noDate,1,10,RSD process completed,en-GB,For applicants who have been recognized and notified on their recognition AND For applicants who have rejected on appeal and notified on their final rejection.,For more details click here
249,1,AppointmentDate,Now(),1,10,RSD process completed,en-GB,For applicants who have been recognized and notified on their recognition AND For applicants who have rejected on appeal and notified on their final rejection.,For more details click here
255,1,AppointmentDate,pastDate,1,10,RSD process completed,en-GB,For applicants who have been recognized and notified on their recognition AND For applicants who have rejected on appeal and notified on their final rejection.,For more details click here
210,5,AppointmentDate,Now(),1,9,N/A,en-GB,NULL,For more details click here
211,6,AppointmentDate,pastDate,1,9,N/A,en-GB,NULL,For more details click here
261,1,AppointmentDate,noDate,1,11,"Your case is inactivated/closed. If you would like to inquire about the reactivation/reopening of your case, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose cases have been inactivated/closed for not renewing their UNHCR documentation for a certain period of time.,For more details click here
273,1,AppointmentDate,pastDate,1,11,"Your case is inactivated/closed. If you would like to inquire about the reactivation/reopening of your case, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose cases have been inactivated/closed for not renewing their UNHCR documentation for a certain period of time.,For more details click here
267,1,AppointmentDate,Now(),1,11,"Your case is inactivated/closed. If you would like to inquire about the reactivation/reopening of your case, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose cases have been inactivated/closed for not renewing their UNHCR documentation for a certain period of time.,For more details click here
279,1,AppointmentDate,noDate,1,12,"Your RSD Interview has been rescheduled. You will be contacted once your new appointment is scheduled, and you will be able to see the new date in this website as well.<BR/> Please be informed that your mobile number is the main channel we use to communicate with you, and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website",en-GB,For applicants whose appointments are rescheduled,For more details click here
285,1,AppointmentDate,Now(),1,12,"Your RSD Interview has been rescheduled. You will be contacted once your new appointment is scheduled, and you will be able to see the new date in this website as well.<BR/> Please be informed that your mobile number is the main channel we use to communicate with you, and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website",en-GB,For applicants whose appointments are rescheduled,For more details click here
291,1,AppointmentDate,pastDate,1,12,"Your RSD Interview has been rescheduled. You will be contacted once your new appointment is scheduled, and you will be able to see the new date in this website as well.<BR/> Please be informed that your mobile number is the main channel we use to communicate with you, and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website",en-GB,For applicants whose appointments are rescheduled,For more details click here
216,5,AppointmentDate,Now(),1,4,"Your Reopening request is received and will be attended to, subject to the Office capacity and priorities. UNHCR may contact you for any additional information required for the processing of your case. Please be informed that your mobile number is the main channel we use to communicate with you and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose reopening submission has been recorded,For more details click here
217,6,AppointmentDate,pastDate,1,4,"Your Reopening request is received and will be attended to, subject to the Office capacity and priorities. UNHCR may contact you for any additional information required for the processing of your case. Please be informed that your mobile number is the main channel we use to communicate with you and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose reopening submission has been recorded,For more details click here
218,5,AppointmentDate,Now(),1,5,"Your Appeal Interview appointment is on is on Day, {0}, the modality of which should have been explained to you in a call and/or in the SMS you received. Please be informed that your mobile number is the main channel we use to communicate with you and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose appeal interview appointments are in the future OR For applicants who missed their appeal interview appointments.,For more details click here
222,6,AppointmentDate,pastDate(),1,6,"Your Reopening Interview appointment is on Day, {0}, the modality of which should have been explained to you in a call and/or in the SMS you received. Please be informed that your mobile number is the main channel we use to communicate with you and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose reopening interview appointments are in the future OR For applicants who missed their reopening interview appointments.,For more details click here
219,6,AppointmentDate,pastDate(),1,5,"Your Appeal Interview appointment is on is on Day, {0}, the modality of which should have been explained to you in a call and/or in the SMS you received. Please be informed that your mobile number is the main channel we use to communicate with you and it is paramount that your contact details are up to date. Therefore, please note your phone number in our database is recorded as {1}. If this number/these numbers is/are not correct and/or if you have changed your phone number, please contact the call center, the numbers of which are available on the announcement page of this website.",en-GB,For applicants whose appeal interview appointments are in the future OR For applicants who missed their appeal interview appointments.,For more details click here
